"","belongs_to_collection","budget","original_language","production_companies","revenue","runtime","famous_count","Drama","Action","Romance","Adventure","Crime","Science.Fiction","Horror","Family","Fantasy","Animation","History","Documentary","Western","Foreign"
"1463","FALSE",2.3e+07,"English","NBCUniversal",38505009,93,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1464","FALSE",5e+06,"Europe","Smaller company",6463286,108,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1465","TRUE",1.5e+07,"English","The Walt Disney Studios",69623713,107,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1466","FALSE",1.2e+07,"English","Smaller company",38368909,103,3,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1467","FALSE",9e+07,"English","Smaller company",250649836,132,16,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1468","TRUE",3.8e+07,"English","NBCUniversal",207283925,106,6,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1469","FALSE",2.6e+07,"English","Sony Pictures Entertainment",206678440,125,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1470","TRUE",5e+07,"English","Paramount Global",40203020,108,7,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1471","FALSE",7.5e+07,"English","The Walt Disney Studios",335062621,136,12,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1472","FALSE",1.75e+08,"English","NBCUniversal",264218220,135,6,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1473","TRUE",9.2e+07,"English","The Walt Disney Studios",631442092,115,7,"0","1","0","1","0","0","0","1","0","1","0","0","0","0"
"1474","FALSE",4e+06,"English","NBCUniversal",4630045,84,5,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1475","FALSE",9e+05,"English","Smaller company",381420,96,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1476","TRUE",1.3e+07,"English","Smaller company",91038276,112,2,"1","0","1","0","0","0","0","1","0","0","0","0","0","0"
"1477","FALSE",2.3e+07,"English","Paramount Global",12803305,98,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1478","TRUE",3e+07,"English","Warner Bros. Entertainment",51376861,95,1,"0","1","0","0","0","1","0","0","1","0","0","0","0","0"
"1479","FALSE",6.8e+07,"English","NBCUniversal",29762011,121,15,"0","1","0","1","0","1","0","0","1","0","0","0","0","0"
"1480","TRUE",2.7e+07,"English","The Walt Disney Studios",56870414,82,3,"0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"1481","FALSE",4.5e+07,"English","Paramount Global",17300889,100,6,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1482","FALSE",3700000,"English","Smaller company",3338228,98,9,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1483","FALSE",1.5e+07,"English","NBCUniversal",76286096,111,0,"1","1","0","0","1","0","0","0","0","0","1","0","0","0"
"1484","FALSE",7e+07,"English","Smaller company",154648887,143,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1485","FALSE",1e+07,"English","Smaller company",1.9e+07,84,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1486","TRUE",1e+08,"English","Smaller company",384335608,108,10,"0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1487","FALSE",7e+07,"English","Warner Bros. Entertainment",218613188,99,10,"1","0","0","1","0","0","0","1","0","1","0","0","0","0"
"1488","TRUE",12500000,"English","Smaller company",238227,100,2,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1489","FALSE",2e+07,"English","Smaller company",17807569,100,10,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1490","FALSE",5e+06,"English","Smaller company",5879254,105,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1491","FALSE",6.5e+07,"English","The Walt Disney Studios",36850101,94,5,"1","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1492","TRUE",4.5e+07,"English","Paramount Global",178051587,117,8,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1493","FALSE",3e+07,"English","NBCUniversal",105173115,111,8,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1494","FALSE",2.5e+07,"English","Paramount Global",9873044,109,6,"0","0","1","1","0","1","0","1","1","0","0","0","0","0"
"1495","TRUE",1.4e+07,"English","Smaller company",72527595,99,6,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1496","FALSE",5e+07,"English","Sony Pictures Entertainment",113309743,115,7,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1497","TRUE",3.7e+07,"English","The Walt Disney Studios",165335153,115,5,"0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"1498","FALSE",7e+07,"English","The Walt Disney Studios",116672912,116,5,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1499","FALSE",8.5e+07,"English","Smaller company",78382433,108,8,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1500","TRUE",1e+06,"English","Smaller company",27762648,99,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1501","FALSE",2.5e+07,"English","Sony Pictures Entertainment",19075720,97,3,"1","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1502","FALSE",4e+07,"English","The Walt Disney Studios",141069860,114,3,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1503","FALSE",9e+07,"English","Paramount Global",1.02e+08,93,8,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1504","FALSE",4.7e+07,"English","Sony Pictures Entertainment",102825796,96,10,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1505","FALSE",2e+07,"English","NBCUniversal",41237648,115,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1506","FALSE",4.8e+07,"English","Paramount Global",85498534,112,11,"0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1507","FALSE",4.5e+07,"English","Sony Pictures Entertainment",38058335,134,8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1508","TRUE",12600000,"English","Smaller company",28650575,84,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1509","FALSE",2.5e+07,"English","Paramount Global",11772461,116,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1510","FALSE",8e+07,"English","The Walt Disney Studios",37384046,94,7,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"1511","FALSE",5e+07,"English","Smaller company",55181129,88,8,"0","0","0","1","0","0","0","1","1","1","0","0","0","0"
"1512","FALSE",5.1e+07,"English","Paramount Global",72779000,90,9,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"1513","FALSE",3.5e+07,"English","NBCUniversal",30526509,122,4,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1514","FALSE",4.3e+07,"English","NBCUniversal",91974818,104,3,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1515","FALSE",5e+07,"English","Paramount Global",177371441,116,6,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1516","FALSE",3e+07,"English","Sony Pictures Entertainment",31070211,87,2,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1517","TRUE",8e+07,"English","Smaller company",17626234,177,7,"1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1518","FALSE",5e+07,"English","Warner Bros. Entertainment",22944502,127,10,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1519","FALSE",7.5e+07,"English","The Walt Disney Studios",260696994,91,9,"0","0","0","0","0","1","0","1","0","1","0","0","0","0"
"1520","TRUE",6e+07,"English","Smaller company",55003135,96,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1521","FALSE",1.4e+07,"English","The Walt Disney Studios",62134225,103,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1522","TRUE",1.1e+07,"English","Paramount Global",49797148,107,6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1523","FALSE",4.5e+07,"English","Warner Bros. Entertainment",195268056,141,8,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1524","FALSE",1e+08,"English","Smaller company",211989043,121,6,"0","1","0","0","0","0","1","0","1","0","0","0","0","0"
"1525","FALSE",4.3e+07,"English","The Walt Disney Studios",56681566,97,3,"0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"1526","FALSE",1.3e+07,"English","Smaller company",2636637,125,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1527","FALSE",1e+07,"English","Smaller company",7177143,126,4,"1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1528","FALSE",2e+07,"English","Sony Pictures Entertainment",37597471,97,3,"0","1","0","1","0","1","1","0","1","0","0","0","0","0"
"1529","TRUE",5e+06,"English","Smaller company",3833507,95,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1530","FALSE",37665000,"English","Smaller company",14655628,113,7,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1531","FALSE",8e+06,"English","The Walt Disney Studios",16856124,93,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1532","FALSE",2e+07,"English","Sony Pictures Entertainment",84146832,96,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1533","TRUE",1.6e+07,"English","Sony Pictures Entertainment",1109660,90,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1534","FALSE",2.4e+07,"English","Sony Pictures Entertainment",22099847,115,4,"1","1","0","1","1","0","0","0","0","0","0","0","0","0"
"1535","TRUE",5e+07,"English","Smaller company",69834815,86,8,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"1536","FALSE",4e+07,"English","Smaller company",23937870,93,7,"0","1","0","1","0","0","0","1","0","0","0","0","0","0"
"1537","FALSE",1e+07,"English","Smaller company",7433663,97,3,"1","1","0","0","0","1","1","0","0","0","0","0","0","0"
"1538","FALSE",4.5e+07,"English","NBCUniversal",56070433,95,4,"0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"1539","FALSE",1.5e+08,"English","The Walt Disney Studios",314432665,81,9,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"1540","FALSE",8.5e+07,"English","Paramount Global",1.44e+08,97,12,"0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"1541","FALSE",17500000,"English","Smaller company",19179969,110,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1542","FALSE",3e+07,"English","Smaller company",18195610,108,3,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1543","TRUE",8.6e+07,"English","Smaller company",107944236,94,4,"0","0","0","1","0","0","0","1","1","1","0","0","0","0"
"1544","FALSE",1.4e+07,"English","The Walt Disney Studios",38625550,74,0,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"1545","TRUE",6.8e+07,"English","Paramount Global",118063304,116,6,"0","1","1","1","0","1","0","0","0","0","0","0","0","0"
"1546","FALSE",3.5e+07,"English","Smaller company",19294901,97,6,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1547","FALSE",1.8e+07,"English","Smaller company",41382841,103,6,"1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1548","TRUE",3e+06,"English","Warner Bros. Entertainment",29999213,87,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1549","FALSE",1.5e+07,"English","Smaller company",42724017,130,2,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1550","FALSE",2.8e+07,"English","Sony Pictures Entertainment",14010832,98,7,"0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"1551","FALSE",2700000,"English","Smaller company",3500000,93,3,"0","1","1","0","1","1","1","0","0","0","0","0","0","0"
"1552","TRUE",6e+06,"English","Smaller company",42721196,89,1,"0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1553","TRUE",2.5e+07,"English","The Walt Disney Studios",377350553,84,3,"0","0","1","0","0","0","0","1","1","1","0","0","0","0"
"1554","FALSE",1.2e+07,"English","NBCUniversal",110996879,111,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1555","FALSE",5.6e+07,"English","The Walt Disney Studios",113006880,95,3,"1","1","0","0","0","0","0","1","0","0","0","0","0","0"
"1556","FALSE",2e+07,"English","NBCUniversal",66673516,106,4,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1557","FALSE",3e+07,"English","Smaller company",95714875,109,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1558","FALSE",2.8e+07,"English","The Walt Disney Studios",38159905,103,2,"1","0","1","0","0","0","0","1","1","0","0","0","0","0"
"1559","FALSE",4.5e+07,"English","Smaller company",50871113,103,4,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1560","TRUE",1.8e+07,"English","NBCUniversal",62646763,94,1,"0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"1561","FALSE",3e+07,"English","Smaller company",9898412,100,6,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1562","FALSE",2.5e+07,"English","Smaller company",59192128,101,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1563","TRUE",1.2e+07,"Europe","Smaller company",9584131,84,0,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1564","FALSE",6e+07,"Europe","Sony Pictures Entertainment",66976317,148,4,"1","1","0","1","0","0","0","0","0","0","1","0","0","0"
"1565","FALSE",1.35e+08,"English","Smaller company",76932943,121,5,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1566","FALSE",6e+07,"English","NBCUniversal",52322400,104,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1567","TRUE",1.5e+07,"English","Smaller company",66966987,87,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1568","TRUE",3.5e+07,"English","Smaller company",147934180,88,8,"0","1","0","1","0","0","0","1","0","0","0","0","0","0"
"1569","FALSE",3e+07,"English","The Walt Disney Studios",53898845,105,8,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1570","FALSE",4e+07,"English","Paramount Global",46442528,117,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1571","TRUE",5e+07,"English","Paramount Global",42277365,97,8,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1572","TRUE",1.9e+07,"English","Smaller company",108047131,90,4,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1573","FALSE",4e+07,"English","Smaller company",68766121,113,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1574","FALSE",5e+07,"English","The Walt Disney Studios",61112916,98,4,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"1575","TRUE",1.7e+07,"English","Smaller company",6735922,117,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1576","FALSE",9e+06,"English","Warner Bros. Entertainment",27105095,100,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1577","TRUE",5e+06,"English","Warner Bros. Entertainment",44793222,96,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1578","FALSE",2e+07,"English","The Walt Disney Studios",48548426,83,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1579","FALSE",8e+07,"English","Smaller company",5989640,110,3,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1580","FALSE",1.5e+07,"English","Smaller company",35509515,114,5,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1581","FALSE",1e+07,"English","Paramount Global",20342161,84,11,"0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"1582","FALSE",1e+06,"English","NBCUniversal",10047674,90,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1583","FALSE",1.5e+07,"English","Smaller company",11992014,85,3,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1584","FALSE",3.7e+07,"English","Sony Pictures Entertainment",96455697,98,5,"0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1585","FALSE",3.5e+07,"English","Smaller company",22238696,153,5,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1586","FALSE",7e+06,"English","Smaller company",20256975,96,5,"1","1","0","1","1","0","0","0","0","0","0","0","0","0"
"1587","FALSE",6e+06,"English","Smaller company",46616067,120,5,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1588","TRUE",4500000,"English","Warner Bros. Entertainment",3813293,86,1,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1589","TRUE",1.6e+07,"English","The Walt Disney Studios",32155047,91,3,"0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1590","TRUE",7e+06,"English","Warner Bros. Entertainment",72500000,99,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1591","FALSE",4e+06,"English","Smaller company",3468572,110,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1592","TRUE",5e+05,"English","Smaller company",10166459,86,1,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1593","TRUE",1.5e+07,"English","Smaller company",30050028,114,3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1594","FALSE",2.5e+07,"English","Paramount Global",79817939,94,3,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1595","TRUE",1.33e+08,"English","Sony Pictures Entertainment",300135367,84,10,"0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1596","TRUE",2e+08,"English","The Walt Disney Studios",623933331,124,14,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1597","FALSE",2e+07,"English","NBCUniversal",54586584,128,7,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1598","TRUE",1.55e+08,"English","Warner Bros. Entertainment",415686217,113,4,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"1599","FALSE",22500000,"English","Sony Pictures Entertainment",18671317,113,6,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1600","TRUE",4e+07,"English","The Walt Disney Studios",222300000,83,1,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"1601","FALSE",4.2e+07,"English","Smaller company",117575636,91,6,"1","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1602","TRUE",2.3e+07,"English","Sony Pictures Entertainment",76488889,91,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1603","TRUE",7e+06,"English","Paramount Global",8349430,112,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1604","TRUE",1.9e+07,"English","Warner Bros. Entertainment",39267515,85,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1605","FALSE",7.5e+07,"English","Smaller company",13100000,134,5,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1606","FALSE",1.9e+07,"English","Smaller company",6682098,125,11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1607","FALSE",1.1e+07,"English","The Walt Disney Studios",31672907,92,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1608","FALSE",8.5e+07,"English","Sony Pictures Entertainment",80916492,104,8,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
